gene_name	gene_id	transcript_id	chrom	strand	tss	tes	region_start	region_end	region_length	usable
TRIM39-RPP21	ENSG00000248167.7	ENST00000623385.3	chr6	+	30328907	30346854	30287947	30346854	58908	yes
RPP21	ENSG00000241370.5	ENST00000442966.6	chr6	+	30345159	30346857	30304199	30346857	42659	yes
HLA-E	ENSG00000204592.8	ENST00000376630.4	chr6	+	30489467	30494205	30448507	30494205	45699	yes
PRR3	ENSG00000204576.11	ENST00000376560.7	chr6	+	30556886	30563723	30515926	30563723	47798	yes
GNL1	ENSG00000204590.12	ENST00000376621.7	chr6	-	30557174	30541377	30541377	30598134	56758	yes
ABCF1	ENSG00000204574.12	ENST00000326195.12	chr6	+	30571376	30591532	30530416	30591532	61117	yes
PPP1R10	ENSG00000204569.9	ENST00000376511.6	chr6	-	30617244	30600400	30600400	30658204	57805	yes
MRPS18B	ENSG00000204568.11	ENST00000259873.4	chr6	+	30617709	30626395	30576749	30626395	49647	yes
ATAT1	ENSG00000137343.17	ENST00000318999.11	chr6	+	30626842	30644679	30585882	30644679	58798	yes
C6orf136	ENSG00000204564.11	ENST00000293604.10	chr6	+	30647039	30653209	30606079	30653209	47131	yes
DHX16	ENSG00000204560.9	ENST00000376442.7	chr6	-	30673037	30653119	30653119	30713997	60879	yes
PPP1R18	ENSG00000146112.11	ENST00000274853.7	chr6	-	30687895	30676389	30676389	30728855	52467	yes
NRM	ENSG00000137404.14	ENST00000376421.6	chr6	-	30691308	30688050	30688050	30732268	44219	yes
MDC1	ENSG00000137337.14	ENST00000417033.1	chr6	-	30711914	30705448	30705448	30752874	47427	yes
TUBB	ENSG00000196230.12	ENST00000327892.12	chr6	+	30720201	30725426	30679241	30725426	46186	yes
FLOT1	ENSG00000137312.14	ENST00000376389.7	chr6	-	30742733	30727709	30727709	30783693	55985	yes
IER3	ENSG00000137331.11	ENST00000259874.5	chr6	-	30744554	30743199	30743199	30785514	42316	yes
HCG20	ENSG00000228022.5	ENST00000439406.5	chr6	+	30766825	30792250	30725865	30792250	66386	yes
LINC00243	ENSG00000214894.6	ENST00000399196.1	chr6	-	30830659	30812866	30812866	30871619	58754	yes
LINC02570	ENSG00000237923.1	ENST00000442852.1	chr6	-	30848159	30839526	30839526	30889119	49594	yes
DDR1	ENSG00000204580.13	ENST00000376570.8	chr6	+	30884084	30900152	30843124	30900152	57029	yes
GTF2H4	ENSG00000213780.10	ENST00000259895.8	chr6	+	30908184	30914106	30867224	30914106	46883	yes
VARS2	ENSG00000137411.17	ENST00000321897.9	chr6	+	30914205	30926459	30873245	30926459	53215	yes
SFTA2	ENSG00000196260.4	ENST00000359086.3	chr6	-	30932175	30931353	30931353	30973135	41783	yes
MUCL3	ENSG00000168631.12	ENST00000636043.1	chr6	+	30934523	30954221	30893563	30954221	60659	yes
MUC21	ENSG00000204544.5	ENST00000376296.3	chr6	+	30983718	30989903	30942758	30989903	47146	yes
MUC22	ENSG00000261272.1	ENST00000561890.1	chr6	+	31010474	31035402	30969514	31035402	65889	yes
HCG22	ENSG00000228789.7	ENST00000565192.1	chr6	+	31053450	31059890	31012490	31059890	47401	yes
C6orf15	ENSG00000204542.2	ENST00000259870.3	chr6	-	31112559	31111223	31111223	31153519	42297	yes
PSORS1C1	ENSG00000204540.10	ENST00000259881.9	chr6	+	31114831	31140092	31073871	31140092	66222	yes
CDSN	ENSG00000204539.3	ENST00000376288.2	chr6	-	31120446	31115090	31115090	31161406	46317	yes
PSORS1C2	ENSG00000204538.3	ENST00000259845.4	chr6	-	31139350	31137536	31137536	31180310	42775	yes
CCHCR1	ENSG00000204536.13	ENST00000376266.9	chr6	-	31158238	31142439	31142439	31199198	56760	yes
TCF19	ENSG00000137310.11	ENST00000376257.7	chr6	+	31158542	31164215	31117582	31164215	46634	yes
POU5F1	ENSG00000204531.17	ENST00000441888.7	chr6	-	31180731	31164337	31164337	31221691	57355	yes
HCG27	ENSG00000206344.7	ENST00000383331.4	chr6	+	31197760	31203968	31156800	31203968	47169	yes
AL662844.3	ENSG00000271821.1	ENST00000606909.1	chr6	-	31201918	31200165	31200165	31242878	42714	yes
HLA-C	ENSG00000204525.16	ENST00000495835.1	chr6	-	31272130	31270221	31270221	31313090	42870	yes
LINC02571	ENSG00000256166.1	ENST00000539514.1	chr6	-	31301642	31293908	31293908	31342602	48695	yes
HLA-B	ENSG00000234745.10	ENST00000434333.1	chr6	-	31357188	31355507	31355507	31398148	42642	yes
AL671883.3	ENSG00000285647.1	ENST00000649421.1	chr6	+	31367057	31376088	31326097	31376088	49992	yes
AL645933.2	ENSG00000272221.1	ENST00000606743.1	chr6	-	31395495	31394289	31394289	31436455	42167	yes
MICA	ENSG00000204520.12	ENST00000449934.6	chr6	+	31403579	31415315	31362619	31415315	52697	yes
LINC01149	ENSG00000230174.1	ENST00000430364.1	chr6	+	31441667	31446973	31400707	31446973	46267	yes
MICB	ENSG00000204516.9	ENST00000399150.7	chr6	+	31498086	31511124	31457126	31511124	53999	yes
MCCD1	ENSG00000204511.2	ENST00000376191.2	chr6	+	31528717	31530232	31487757	31530232	42476	yes
DDX39B	ENSG00000198563.13	ENST00000396172.5	chr6	-	31542448	31530219	31530219	31583408	53190	yes
ATP6V1G2-DDX39B	ENSG00000254870.5	ENST00000376185.5	chr6	-	31546582	31530219	31530219	31587542	57324	yes
ATP6V1G2	ENSG00000213760.10	ENST00000303892.9	chr6	-	31546844	31544462	31544462	31587804	43343	yes
NFKBIL1	ENSG00000204498.10	ENST00000376148.8	chr6	+	31547581	31558829	31506621	31558829	52209	yes
LTA	ENSG00000226979.8	ENST00000418386.2	chr6	+	31572283	31574324	31531323	31574324	43002	yes
TNF	ENSG00000232810.3	ENST00000449264.2	chr6	+	31575567	31578336	31534607	31578336	43730	yes
LTB	ENSG00000227507.2	ENST00000446745.2	chr6	-	31582427	31580555	31580555	31623387	42833	yes
LST1	ENSG00000204482.10	ENST00000438075.6	chr6	+	31586179	31588909	31545219	31588909	43691	yes
NCR3	ENSG00000204475.9	ENST00000340027.9	chr6	-	31592985	31588895	31588895	31633945	45051	yes
AIF1	ENSG00000204472.12	ENST00000376059.7	chr6	+	31615184	31617021	31574224	31617021	42798	yes
PRRC2A	ENSG00000204469.12	ENST00000376007.8	chr6	+	31620720	31637771	31579760	31637771	58012	yes
APOM	ENSG00000204444.10	ENST00000375920.8	chr6	+	31652417	31658210	31611457	31658210	46754	yes
BAG6	ENSG00000204463.12	ENST00000211379.9	chr6	-	31652705	31639028	31639028	31693665	54638	yes
C6orf47	ENSG00000204439.3	ENST00000375911.1	chr6	-	31660772	31658298	31658298	31701732	43435	yes
GPANK1	ENSG00000204438.10	ENST00000375896.8	chr6	-	31665390	31662076	31662076	31706350	44275	yes
CSNK2B	ENSG00000204435.13	ENST00000375882.6	chr6	+	31666064	31670070	31625104	31670070	44967	yes
AL662899.2	ENSG00000263020.6	ENST00000617558.2	chr6	+	31666820	31672346	31625860	31672346	46487	yes
LY6G5B	ENSG00000240053.8	ENST00000375864.4	chr6	+	31670167	31673546	31629207	31673546	44340	yes
LY6G5C	ENSG00000204428.12	ENST00000375863.7	chr6	-	31684040	31676684	31676684	31725000	48317	yes
ABHD16A	ENSG00000204427.11	ENST00000395952.7	chr6	-	31703444	31686949	31686949	31744404	57456	yes
LY6G6F	ENSG00000204424.9	ENST00000375832.4	chr6	+	31706885	31710595	31665925	31710595	44671	yes
LY6G6F-LY6G6D	ENSG00000250641.1	ENST00000503322.1	chr6	+	31706904	31717918	31665944	31717918	51975	yes
LY6G6E	ENSG00000255552.7	ENST00000383418.8	chr6	-	31713812	31712336	31712336	31754772	42437	yes
AL662899.1	ENSG00000204422.7	ENST00000461287.1	chr6	-	31714072	31686962	31686962	31755032	68071	yes
LY6G6D	ENSG00000244355.7	ENST00000375824.1	chr6	+	31715356	31717804	31674396	31717804	43409	yes
LY6G6C	ENSG00000204421.2	ENST00000375819.2	chr6	-	31721845	31718648	31718648	31762805	44158	yes
MPIG6B	ENSG00000204420.9	ENST00000375810.8	chr6	+	31723344	31725074	31682384	31725074	42691	yes
DDAH2	ENSG00000213722.8	ENST00000375792.7	chr6	-	31730617	31727038	31727038	31771577	44540	yes
CLIC1	ENSG00000213719.8	ENST00000375780.6	chr6	-	31737318	31730581	31730581	31778278	47698	yes
MSH5	ENSG00000204410.14	ENST00000375755.7	chr6	+	31739948	31762834	31698988	31762834	63847	yes
MSH5-SAPCD1	ENSG00000255152.8	ENST00000493662.6	chr6	+	31740020	31764850	31699060	31764850	65791	yes
SAPCD1	ENSG00000228727.8	ENST00000415669.3	chr6	+	31762996	31764851	31722036	31764851	42816	yes
VWA7	ENSG00000204396.10	ENST00000467576.1	chr6	-	31777272	31766289	31766289	31818232	51944	yes
VARS	ENSG00000204394.12	ENST00000375663.7	chr6	-	31795953	31777518	31777518	31836913	59396	yes
LSM2	ENSG00000204392.10	ENST00000375661.5	chr6	-	31806984	31797396	31797396	31847944	50549	yes
HSPA1L	ENSG00000204390.9	ENST00000375654.4	chr6	-	31815065	31809619	31809619	31856025	46407	yes
HSPA1A	ENSG00000204389.9	ENST00000608703.1	chr6	+	31815543	31817946	31774583	31817946	43364	yes
HSPA1B	ENSG00000204388.6	ENST00000375650.4	chr6	+	31827735	31830255	31786775	31830255	43481	yes
C6orf48	ENSG00000204387.13	ENST00000375640.7	chr6	+	31834608	31839761	31793648	31839761	46114	yes
NEU1	ENSG00000204386.10	ENST00000375631.4	chr6	-	31862906	31859052	31859052	31903866	44815	yes
SLC44A4	ENSG00000204385.11	ENST00000229729.10	chr6	-	31879001	31863192	31863192	31919961	56770	yes
EHMT2	ENSG00000204371.11	ENST00000375537.8	chr6	-	31897684	31879759	31879759	31938644	58886	yes
ZBTB12	ENSG00000204366.3	ENST00000375527.2	chr6	-	31901992	31899607	31899607	31942952	43346	yes
C2	ENSG00000166278.14	ENST00000299367.9	chr6	+	31927477	31945672	31886517	31945672	59156	yes
AL645922.1	ENSG00000244255.5	ENST00000456570.5	chr6	+	31927698	31952048	31886738	31952048	65311	yes
CFB	ENSG00000243649.8	ENST00000425368.6	chr6	+	31945709	31952084	31904749	31952084	47336	yes
SKIV2L	ENSG00000204351.11	ENST00000375394.6	chr6	+	31959080	31969755	31918120	31969755	51636	yes
NELFE	ENSG00000204356.13	ENST00000375429.7	chr6	-	31959110	31952087	31952087	32000070	47984	yes
STK19	ENSG00000204344.14	ENST00000466132.5	chr6	+	31971091	31981446	31930131	31981446	51316	yes
DXO	ENSG00000204348.9	ENST00000337523.9	chr6	-	31972292	31969810	31969810	32013252	43443	yes
C4A	ENSG00000244731.7	ENST00000428956.6	chr6	+	31982024	32002681	31941064	32002681	61618	yes
C4B	ENSG00000224389.9	ENST00000435363.7	chr6	+	32014795	32035418	31973835	32035418	61584	yes
CYP21A2	ENSG00000231852.7	ENST00000418967.6	chr6	+	32038265	32041670	31997305	32041670	44366	yes
TNXB	ENSG00000168477.19	ENST00000442721.1	chr6	-	32115334	32098176	32098176	32156294	58119	yes
ATF6B	ENSG00000213676.12	ENST00000375201.8	chr6	-	32128253	32115264	32115264	32169213	53950	yes
FKBPL	ENSG00000204315.3	ENST00000375156.3	chr6	-	32130291	32128707	32128707	32171251	42545	yes
PRRT1	ENSG00000204314.11	ENST00000375150.6	chr6	-	32153083	32148359	32148359	32194043	45685	yes
PPT2	ENSG00000221988.12	ENST00000361568.6	chr6	+	32153523	32163678	32112563	32163678	51116	yes
PPT2-EGFL8	ENSG00000258388.7	ENST00000428388.6	chr6	+	32153845	32168281	32112885	32168281	55397	yes
AL662884.4	ENSG00000285085.1	ENST00000428778.5	chr6	-	32154373	32150495	32150495	32195333	44839	yes
EGFL8	ENSG00000241404.6	ENST00000333845.10	chr6	+	32164583	32168281	32123623	32168281	44659	yes
AGPAT1	ENSG00000204310.12	ENST00000336984.6	chr6	-	32178096	32168212	32168212	32219056	50845	yes
RNF5	ENSG00000204308.7	ENST00000375094.3	chr6	+	32178354	32180793	32137394	32180793	43400	yes
AGER	ENSG00000204305.13	ENST00000375076.8	chr6	-	32184324	32180968	32180968	32225284	44317	yes
PBX2	ENSG00000204304.11	ENST00000375050.5	chr6	-	32190186	32184741	32184741	32231146	46406	yes
GPSM3	ENSG00000213654.9	ENST00000375043.3	chr6	-	32195523	32190766	32190766	32236483	45718	yes
NOTCH4	ENSG00000204301.6	ENST00000375023.3	chr6	-	32224067	32194843	32194843	32265027	70185	yes
C6orf10	ENSG00000204296.11	ENST00000533191.5	chr6	-	32371907	32292698	32292698	32412867	120170	yes
BTNL2	ENSG00000204290.10	ENST00000446536.2	chr6	-	32407128	32405037	32405037	32448088	43052	yes
HLA-DRA	ENSG00000204287.13	ENST00000395388.6	chr6	+	32439842	32445046	32398882	32445046	46165	yes
HLA-DRB5	ENSG00000198502.5	ENST00000374975.3	chr6	-	32530287	32517343	32517343	32571247	53905	yes
HLA-DRB1	ENSG00000196126.11	ENST00000360004.5	chr6	-	32589848	32578769	32578769	32630808	52040	yes
HLA-DQA1	ENSG00000196735.11	ENST00000422863.1	chr6	+	32628179	32637531	32587219	32637531	50313	yes
HLA-DQB1	ENSG00000179344.16	ENST00000399084.5	chr6	-	32668383	32659467	32659467	32709343	49877	yes
HLA-DQA2	ENSG00000237541.3	ENST00000374940.3	chr6	+	32741342	32747215	32700382	32747215	46834	yes
HLA-DQB2	ENSG00000232629.8	ENST00000437316.6	chr6	-	32763534	32756098	32756098	32804494	48397	yes
HLA-DOB	ENSG00000241106.7	ENST00000648009.1	chr6	-	32820466	32812767	32812767	32861426	48660	yes
TAP2	ENSG00000204267.13	ENST00000374897.2	chr6	-	32838780	32825415	32825415	32879740	54326	yes
AL669918.1	ENSG00000250264.1	ENST00000452392.2	chr6	-	32838822	32813767	32813767	32879782	66016	yes
PSMB8-AS1	ENSG00000204261.8	ENST00000453426.1	chr6	+	32844086	32846495	32803126	32846495	43370	yes
PSMB8	ENSG00000204264.9	ENST00000374881.2	chr6	-	32844703	32840717	32840717	32885663	44947	yes
TAP1	ENSG00000168394.11	ENST00000354258.4	chr6	-	32853978	32845209	32845209	32894938	49730	yes
PSMB9	ENSG00000240065.7	ENST00000374859.2	chr6	+	32854161	32859585	32813201	32859585	46385	yes
HLA-DMB	ENSG00000242574.8	ENST00000418107.2	chr6	-	32941070	32934629	32934629	32982030	47402	yes
AL645941.2	ENSG00000248993.1	ENST00000429234.1	chr6	-	32953122	32937364	32937364	32994082	56719	yes
BRD2	ENSG00000204256.12	ENST00000374825.8	chr6	+	32968660	32981505	32927700	32981505	53806	yes
HLA-DMA	ENSG00000204257.14	ENST00000422832.1	chr6	-	32969094	32949657	32949657	33010054	60398	yes
HLA-DOA	ENSG00000204252.13	ENST00000229829.6	chr6	-	33009612	33004178	33004178	33050572	46395	yes
HLA-DPB1	ENSG00000223865.10	ENST00000418931.6	chr6	+	33075926	33087201	33034966	33087201	52236	yes
HLA-DPA1	ENSG00000231389.7	ENST00000417724.1	chr6	-	33080775	33073502	33073502	33121735	48234	yes
COL11A2	ENSG00000204248.10	ENST00000395194.1	chr6	-	33192454	33186445	33186445	33233414	46970	yes
RXRB	ENSG00000204231.10	ENST00000374680.3	chr6	-	33200688	33193588	33193588	33241648	48061	yes
SLC39A7	ENSG00000112473.17	ENST00000374675.7	chr6	+	33200826	33204439	33159866	33204439	44574	yes
HSD17B8	ENSG00000204228.3	ENST00000374662.3	chr6	+	33204642	33206831	33163682	33206831	43150	yes
RING1	ENSG00000204227.4	ENST00000374656.4	chr6	+	33208495	33212722	33167535	33212722	45188	yes
AL645940.1	ENSG00000272217.1	ENST00000606432.1	chr6	-	33246856	33246075	33246075	33287816	41742	yes
VPS52	ENSG00000223501.8	ENST00000445902.2	chr6	-	33271894	33250272	33250272	33312854	62583	yes
RPS18	ENSG00000231500.6	ENST00000439602.6	chr6	+	33272010	33276510	33231050	33276510	45461	yes
B3GALT4	ENSG00000235863.3	ENST00000606990.1	chr6	+	33278688	33284832	33237728	33284832	47105	yes
PFDN6	ENSG00000204220.11	ENST00000395131.5	chr6	+	33289302	33290933	33248342	33290933	42592	yes
WDR46	ENSG00000227057.9	ENST00000374617.8	chr6	-	33289527	33279108	33279108	33330487	51380	yes
RGL2	ENSG00000237441.9	ENST00000497454.5	chr6	-	33299324	33291654	33291654	33340284	48631	yes
TAPBP	ENSG00000231925.11	ENST00000434618.6	chr6	-	33314387	33299694	33299694	33355347	55654	yes
ZBTB22	ENSG00000236104.2	ENST00000418724.1	chr6	-	33317942	33314406	33314406	33358902	44497	yes
DAXX	ENSG00000204209.12	ENST00000374542.9	chr6	-	33323014	33318558	33318558	33363974	45417	yes
AL662820.1	ENSG00000285064.1	ENST00000494082.2	chr6	-	33329269	33323625	33323625	33370229	46605	yes
KIFC1	ENSG00000237649.7	ENST00000428849.6	chr6	+	33391536	33409924	33350576	33409924	59349	yes
PHF1	ENSG00000112511.17	ENST00000374512.7	chr6	+	33410961	33416453	33370001	33416453	46453	yes
CUTA	ENSG00000112514.15	ENST00000374500.9	chr6	-	33418317	33416442	33416442	33459277	42836	yes
SYNGAP1	ENSG00000197283.16	ENST00000629380.2	chr6	+	33420070	33457541	33379110	33457541	78432	yes
ZBTB9	ENSG00000213588.5	ENST00000395064.2	chr6	+	33454579	33457548	33413619	33457548	43930	yes
BAK1	ENSG00000030110.12	ENST00000442998.6	chr6	-	33580293	33572547	33572547	33621253	48707	yes
LINC00336	ENSG00000197251.3	ENST00000477984.1	chr6	-	33593338	33586106	33586106	33634298	48193	yes
ITPR3	ENSG00000096433.10	ENST00000605930.2	chr6	+	33621379	33696569	33580419	33696569	116151	yes
UQCC2	ENSG00000137288.9	ENST00000607484.5	chr6	-	33711727	33696761	33696761	33752687	55927	yes
IP6K3	ENSG00000161896.11	ENST00000293756.4	chr6	-	33746905	33721670	33721670	33787865	66196	yes
LEMD2	ENSG00000161904.11	ENST00000293760.9	chr6	-	33789136	33771202	33771202	33830096	58895	yes
MLN	ENSG00000096395.10	ENST00000430124.6	chr6	-	33804011	33794673	33794673	33844971	50299	yes
LINC01016	ENSG00000249346.6	ENST00000531046.1	chr6	-	33892779	33891702	33891702	33933739	42038	yes
AL138889.1	ENSG00000233183.2	ENST00000530000.1	chr6	+	33911102	33918208	33870142	33918208	48067	yes
GRM4	ENSG00000124493.13	ENST00000609278.1	chr6	-	34146092	34022821	34022821	34187052	164232	yes
HMGA1	ENSG00000137309.19	ENST00000311487.9	chr6	+	34236873	34246231	34195913	34246231	50319	yes
SMIM29	ENSG00000186577.13	ENST00000636500.1	chr6	-	34249108	34246381	34246381	34290068	43688	yes
NUDT3	ENSG00000272325.1	ENST00000607016.1	chr6	-	34392674	34279679	34279679	34433634	153956	yes
RPS10-NUDT3	ENSG00000270800.3	ENST00000494077.6	chr6	-	34426041	34421766	34421766	34467001	45236	yes
RPS10	ENSG00000124614.15	ENST00000326199.12	chr6	-	34426125	34417454	34417454	34467085	49632	yes
PACSIN1	ENSG00000124507.10	ENST00000620693.4	chr6	+	34466061	34535221	34425101	34535221	110121	yes
SPDEF	ENSG00000124664.10	ENST00000374037.7	chr6	-	34556314	34537802	34537802	34597274	59473	yes
C6orf106	ENSG00000196821.9	ENST00000374023.7	chr6	-	34696847	34587288	34587288	34737807	150520	yes
SNRPC	ENSG00000124562.9	ENST00000244520.9	chr6	+	34757406	34773794	34716446	34773794	57349	yes
UHRF1BP1	ENSG00000065060.16	ENST00000192788.5	chr6	+	34792080	34877514	34751120	34877514	126395	yes
TAF11	ENSG00000064995.17	ENST00000361288.8	chr6	-	34888089	34877778	34877778	34929049	51272	yes
ANKS1A	ENSG00000064999.14	ENST00000360359.4	chr6	+	34889265	35091413	34848305	35091413	243109	yes
TCP11	ENSG00000124678.17	ENST00000311875.9	chr6	-	35141647	35118072	35118072	35182607	64536	yes
SCUBE3	ENSG00000146197.8	ENST00000274938.7	chr6	+	35214419	35253079	35173459	35253079	79621	yes
Z97832.2	ENSG00000272374.1	ENST00000605896.1	chr6	-	35224630	35220370	35220370	35265590	45221	yes
ZNF76	ENSG00000065029.14	ENST00000484932.5	chr6	+	35259528	35286782	35218568	35286782	68215	yes
DEF6	ENSG00000023892.10	ENST00000316637.6	chr6	+	35297852	35321771	35256892	35321771	64880	yes
PPARD	ENSG00000112033.13	ENST00000360694.7	chr6	+	35342558	35428191	35301598	35428191	126594	yes
FANCE	ENSG00000112039.4	ENST00000229769.2	chr6	+	35452361	35467103	35411401	35467103	55703	yes
RPL10A	ENSG00000198755.10	ENST00000322203.6	chr6	+	35468408	35470785	35427448	35470785	43338	yes
TEAD3	ENSG00000007866.20	ENST00000338863.11	chr6	-	35497076	35473597	35473597	35538036	64440	yes
TULP1	ENSG00000112041.12	ENST00000229771.10	chr6	-	35512938	35497874	35497874	35553898	56025	yes
AL033519.3	ENSG00000228559.1	ENST00000450618.1	chr6	+	35544632	35545669	35503672	35545669	41998	yes
FKBP5	ENSG00000096060.14	ENST00000536438.5	chr6	-	35728583	35573585	35573585	35769543	195959	yes
ARMC12	ENSG00000157343.8	ENST00000288065.6	chr6	+	35737082	35748908	35696122	35748908	52787	yes
CLPSL2	ENSG00000196748.9	ENST00000360454.6	chr6	+	35776615	35779552	35735655	35779552	43898	yes
CLPSL1	ENSG00000204140.9	ENST00000373861.5	chr6	+	35781017	35788152	35740057	35788152	48096	yes
CLPS	ENSG00000137392.9	ENST00000616014.3	chr6	-	35797344	35794982	35794982	35838304	43323	yes
LHFPL5	ENSG00000197753.9	ENST00000360215.2	chr6	+	35805293	35824075	35764333	35824075	59743	yes
SRPK1	ENSG00000096063.15	ENST00000373825.6	chr6	-	35921342	35832966	35832966	35962302	129337	yes
SLC26A8	ENSG00000112053.13	ENST00000490799.5	chr6	-	36024855	35943514	35943514	36065815	122302	yes
MAPK14	ENSG00000112062.10	ENST00000229795.7	chr6	+	36027711	36111236	35986751	36111236	124486	yes
MAPK13	ENSG00000156711.16	ENST00000211287.8	chr6	+	36130321	36140065	36089361	36140065	50705	yes
BRPF3	ENSG00000096070.19	ENST00000357641.10	chr6	+	36196744	36232790	36155784	36232790	77007	yes
PNPLA1	ENSG00000180316.12	ENST00000388715.7	chr6	+	36243203	36308595	36202243	36308595	106353	yes
C6orf222	ENSG00000189325.6	ENST00000437635.2	chr6	-	36336885	36315757	36315757	36377845	62089	yes
ETV7	ENSG00000010030.13	ENST00000373738.4	chr6	-	36387800	36366195	36366195	36428760	62566	yes
KCTD20	ENSG00000112078.13	ENST00000373731.6	chr6	+	36442767	36491143	36401807	36491143	89337	yes
PXT1	ENSG00000179165.10	ENST00000454782.2	chr6	-	36442889	36390551	36390551	36483849	93299	yes
STK38	ENSG00000112079.8	ENST00000229812.7	chr6	-	36547470	36493892	36493892	36588430	94539	yes
SRSF3	ENSG00000112081.16	ENST00000373715.10	chr6	+	36594368	36605600	36553408	36605600	52193	yes
PANDAR	ENSG00000281450.1	ENST00000629595.1	chr6	-	36675126	36673621	36673621	36716086	42466	yes
CDKN1A	ENSG00000124762.13	ENST00000244741.9	chr6	+	36678658	36687339	36637698	36687339	49642	yes
RAB44	ENSG00000255587.8	ENST00000612677.5	chr6	+	36697810	36733183	36656850	36733183	76334	yes
Z85996.2	ENSG00000285888.1	ENST00000650432.1	chr6	+	36768485	36774651	36727525	36774651	47127	yes
CPNE5	ENSG00000124772.11	ENST00000244751.6	chr6	-	36840002	36740778	36740778	36880962	140185	yes
PPIL1	ENSG00000137168.7	ENST00000373699.5	chr6	-	36875024	36854827	36854827	36915984	61158	yes
